Gene1,Gene2
ADNP,UTF1
ADNP,ADAM19
ADNP,ATF7IP
CBX3,PSEN1
CBX3,ATF7IP
DAXX,CTSD
DPPA2,LAMA1
DPPA2,CAR2
DPPA2,P3H2
DPPA2,RPN2
DPPA2,EXT2
DPPA2,GNAS
DPPA2,ITGA6
DPPA2,SS18
DPPA2,CRTC3
DPPA2,DNAJC3
DPPA2,TMED10
DPPA2,RRAS2
DPPA2,ATF7IP
DPPA2,KDM1A
DPPA2,FRS2
DPPA2,TIMP2
DPPA2,ADNP
DPPA2,INO80
DPPA2,APP
DPPA2,PSEN1
DPPA2,TCF12
DPPA2,USP16
DPPA2,SMARCA2
DPPA2,COL27A1
DPPA2,P3H4
DPPA2,PARD6B
DPPA2,KANSL3
DPPA2,RPN1
DPPA2,HMGA1B
DPPA2,CBX3
DPPA2,SEC24D
DPPA2,SMARCA4
DPPA2,YY1
DPPA2,ZFP384
DPPA2,OSBP
DPPA2,CTSD
DPPA2,ARF5
DPPA2,KRT17
ESRRB,FABP3
ESRRB,MYLPF
ESRRB,TDGF1
ESRRB,FBLIM1
ESRRB,DPPA2
ESRRB,HSPA4
ESRRB,RASGRP2
ESRRB,KANSL3
ESRRB,CAR2
ESRRB,USP16
ESRRB,SLC7A3
ESRRB,ZMYND8
ESRRB,HSD17B14
ESRRB,TCF3
ESRRB,PARD6B
ESRRB,ATP6V0E
ESRRB,SSR1
ESRRB,ADAM19
ESRRB,NASP
ESRRB,TMED10
ESRRB,ERAS
ESRRB,KAT6B
ESRRB,TFE3
ESRRB,LAMA1
ESRRB,PRDX1
ESRRB,LRRC2
HTATSF1,KANSL3
HTATSF1,KDM1A
HTATSF1,ADNP
HTATSF1,DDB1
HTATSF1,KDM5B
HTATSF1,TCF12
HTATSF1,PRDX1
HTATSF1,ATP6V0A1
HTATSF1,USP16
HTATSF1,BMPR2
HTATSF1,PPIB
HTATSF1,ZFP384
HTATSF1,TCF3
HTATSF1,RAB3IL1
HTATSF1,GNG10
HTATSF1,WDR11
HTATSF1,INO80
HTATSF1,YY1
INO80,NASP
INO80,INO80
INO80,TCF3
INO80,RPN2
INO80,ADNP
INO80,HSP90AA1
INO80,HSPA4
INO80,SSR1
INO80,ZFP384
INO80,CLN6
INO80,ETV5
INO80,TCF12
INO80,GNG10
INO80,SELENOS
INO80,CBX3
INO80,KDM1A
INO80,USP16
INO80,SS18
INO80,CAR2
INO80,ZFYVE21
INO80,TMED10
INO80,KANSL3
INO80,MYLPF
INO80,DAXX
INO80,RRAS2
INO80,REST
INO80,OSBP
INO80,KDM5B
INO80,PARD6B
INO80,PSEN1
INO80,LAMA1
INO80,FRS2
INO80,HTATSF1
INO80,ITGA6
INO80,YY1
INO80,FBLIM1
INO80,EXT2
INO80,CRTC3
INO80,TIMP2
INO80,RPN1
INO80,BMPR2
INO80,TAF2
INO80,P3H4
INO80,RASGRP2
INO80,SMARCA4
INO80,ARF5
INO80,ZYX
INO80,DNAJC3
INO80,HMGA1B
INO80,SEC24D
INO80,SIN3A
INO80,RAB3IL1
INO80,KAT6B
INO80,MPHOSPH8
INO80,OBSL1
INO80,ATP6V0A1
INO80,PPIB
INO80,UTF1
INO80,TBX3
INO80,COL27A1
INO80,EPHA1
INO80,GNAS
INO80,TENM4
INO80,APP
INO80,ESRRB
INO80,CLCN5
INO80,P3H2
INO80,DRAM1
INO80,PRDX4
INO80,IHH
INO80,ATF7IP
INO80,CTSD
INO80,ADAM19
INO80,TFE3
INO80,SMARCA2
KANSL3,WDR11
KANSL3,USP16
KANSL3,ADNP
KANSL3,FRS2
KANSL3,ATP6V0A1
KANSL3,DDB1
KANSL3,TAF2
KANSL3,HEATR1
KANSL3,EXT2
KANSL3,TMED10
KANSL3,PPIB
KANSL3,PLA2G15
KANSL3,YY1
KANSL3,CTSD
KANSL3,HTATSF1
KANSL3,MPHOSPH8
KANSL3,SELENOS
KANSL3,ATP6V0E
KDM1A,MYLPF
KDM1A,HSPA4
KDM1A,HSP90AA1
KDM1A,PPIB
KDM1A,ADNP
