Gene1,Gene2
BHLHE40,CKS2
BHLHE40,GTF2F1
BHLHE40,BHLHE40
BHLHE40,TXNIP
BHLHE40,ME2
BHLHE40,NUDT9
BHLHE40,RFESD
BHLHE40,C1QBP
BHLHE40,PITRM1
BHLHE40,PLA2G12A
BHLHE40,RPL41
BHLHE40,MT2
BHLHE40,PA2G4
BHLHE40,NUDT19
BHLHE40,RAN
BHLHE40,GPR171
BHLHE40,NOLC1
BHLHE40,MRPL37
BHLHE40,MCM3
BHLHE40,HSPA8
BHLHE40,STAT3
BHLHE40,TMEM97
BHLHE40,PSMC2
BHLHE40,DTL
BHLHE40,PLPP1
BHLHE40,SLC25A3
BHLHE40,SGPP1
BHLHE40,TALDO1
BHLHE40,TOMM40
BHLHE40,DNAJC11
BHLHE40,BMI1
BHLHE40,ADK
BHLHE40,ABCG4
BHLHE40,MCM5
BHLHE40,RCC1
BHLHE40,PRKAR2B
BHLHE40,DUT
BHLHE40,UGCG
BHLHE40,GPSM2
BHLHE40,GIMAP5
BHLHE40,FAM126A
BHLHE40,GYPA
BHLHE40,SLC39A8
BHLHE40,GFM1
BHLHE40,IL1RL1
BHLHE40,HARS
BHLHE40,HSP90AA1
BHLHE40,CES2G
BHLHE40,RAD51
BHLHE40,CKS1B
BHLHE40,CELA1
BHLHE40,NFAT5
BHLHE40,ACAA2
BHLHE40,RFC4
BHLHE40,PCNA
BHLHE40,NCAPH
BHLHE40,NUP107
BHLHE40,TRIM10
BHLHE40,NDUFB9
BHLHE40,MOGS
BHLHE40,GSTM5
BHLHE40,RRM2
BHLHE40,STOM
BHLHE40,PSMD9
BHLHE40,BIN2
BHLHE40,ASF1B
BHLHE40,AHCTF1
BHLHE40,GCNT2
BHLHE40,STAT2
BHLHE40,PPP2R1B
BHLHE40,HACD4
BHLHE40,ARL6IP6
BHLHE40,IFI203
BHLHE40,TBC1D10C
BHLHE40,FECH
BHLHE40,AMPD3
BHLHE40,MAD2L1
BHLHE40,USP46
BHLHE40,HBA-A1
BHLHE40,CARHSP1
BHLHE40,CCNF
BHLHE40,TSPAN8
BMI1,GATA2
BMI1,BMI1
BMI1,GCNT2
BMI1,CARHSP1
GATA2,TXNIP
GATA2,FECH
GATA2,AMPD3
GATA2,DNAJC11
GATA2,ASF1B
GATA2,AHCTF1
GATA2,PSMD9
GATA2,SLC39A8
GATA2,RFESD
GATA2,IL1RL1
GATA2,TRIM10
GATA2,HACD4
GATA2,GYPA
GATA2,ARL6IP6
GATA2,CES2G
GATA2,STOM
GATA2,GTF2F1
GATA2,RCC1
GATA2,MAD2L1
GATA2,PLA2G12A
GATA2,COX6A1
GATA2,ABCG4
GATA2,RAD51
GATA2,NFAT5
GATA2,PITRM1
GATA2,DTL
GATA2,STAT2
GATA2,C1QBP
GATA2,NUDT9
GATA2,RPL41
GATA2,NOLC1
GATA2,RFC4
GATA2,PPP2R1B
GATA2,DUT
GATA2,ADK
GATA2,CKS2
GATA2,BHLHE40
GATA2,GPR171
GATA2,SLC25A3
GATA2,TMEM97
GATA2,METAP2
GATA2,PCNA
GATA2,STAT3
GATA2,GCNT2
GATA2,ME2
GATA2,RAN
GATA2,HSP90AA1
GATA2,CARHSP1
GATA2,ACAA2
GATA2,MT2
GATA2,GFM1
GATA2,HSPA8
GATA2,FAM126A
GATA2,VAMP5
GATA2,HARS
GATA2,IDH3A
GATA2,SGPP1
GATA2,NUP107
GATA2,PRKAR2B
GATA2,GPSM2
GATA2,NDUFB9
GATA2,FAM234B
GATA2,NUDT19
GATA2,TOMM40
GATA2,RAD21
GATA2,HBA-A1
GATA2,ESCO2
GATA2,MCM5
GATA2,SH2D4A
GATA2,MCM3
GATA2,PA2G4
GATA2,NCAPG
GATA2,PSMC2
GATA2,PLPP1
GATA2,CCNB2
GATA2,GSTM5
GATA2,TBC1D10C
GATA2,MOGS
GATA2,UGCG
GATA2,LYZ2
GATA2,TALDO1
GATA2,CCNF
RAD21,MCM5
RAD21,RCC1
RAD21,ASF1B
RAD21,GYPA
RAD21,COX6A1
RAD21,BHLHE40
RAD21,MOGS
RAD21,TBC1D10C
RAD21,DTL
RAD21,C1QBP
RAD21,VAMP5
RAD21,DNAJC11
RAD21,FAM126A
RAD21,GIMAP5
RAD21,GFM1
RAD21,RFC4
RAD21,SH2D4A
RAD21,PRKAR2B
RAD21,NFAT5
RAD21,RRM2
RAD21,ME2
RAD21,SLC39A8
RAD21,GPSM2
RAD21,PLPP1
RAD21,AHCTF1
RAD21,NUP107
RAD21,ACAA2
RAD21,TMEM97
RAD21,HARS
RAD21,NUDT9
RAD21,CCNF
RAD21,HSP90AA1
RAD21,UGCG
RAD21,BMI1
RAD21,ADK
RAD21,FECH
RAD21,PLA2G12A
RAD21,MRPL37
RAD21,STOM
RAD21,STAT3
RAD21,USP46
RAD21,PPP2R1B
RAD21,NOLC1
RAD21,SLC25A3
RAD21,PITRM1
RAD21,RFESD
RAD21,RAN
RAD21,NCAPG
RAD21,AMPD3
RAD21,PA2G4
RAD21,FAM234B
RAD21,SGPP1
RAD21,IDH3A
RAD21,IFI203
RAD21,MAD2L1
RAD21,GTF2F1
RAD21,HSPA8
RAD21,PCNA
RAD21,CKS2
RAD21,TXNIP
RAD21,GCNT2
RAD21,MCM3
RAD21,DUT
RAD21,TOMM40
RAD21,STAT2
RAD21,NDUFB9
RAD21,ARL6IP6
RAD21,TMEM176B
RAD21,GPR171
RAD21,RAD51
RAD21,BIN2
RAD21,CCNB2
RAD21,PSMD9
RAD21,RPL41
RAD21,RAD21
RAD21,NCAPH
RAD21,GATA2
RAD21,NUDT19
RAD21,CKS1B
RAD21,PSMC2
RAD21,MPL
RAD21,CES2G
RAD21,HACD4
RAD21,CARHSP1
RAD21,CELA1
RAD21,TRIM10
RAD21,TALDO1
RAD21,ESCO2
RAD21,MT2
RAD21,LYZ2
RAD21,HBA-A1
RAD21,ABCG4
RAD21,TSPAN8
RAD21,GSTM5
RAD21,PROCR
RAD21,NXPE2
RAD51,DUT
RAD51,IFI203
STAT2,STAT2
STAT2,TXNIP
STAT2,IFI203
STAT2,C1QBP
STAT2,RFC4
STAT2,HSP90AA1
STAT2,NOLC1
STAT2,RFESD
STAT2,NDUFB9
STAT2,HSPA8
STAT2,GTF2F1
STAT2,NUDT19
STAT2,RPL41
STAT2,PCNA
STAT2,SLC25A3
STAT2,COX6A1
STAT2,HARS
STAT2,NUP107
STAT2,NFAT5
STAT2,DTL
STAT2,PA2G4
STAT2,DUT
STAT2,NUDT9
STAT2,PSMC2
STAT2,RAN
STAT2,CKS2
STAT2,NCAPG
STAT2,GFM1
STAT2,AHCTF1
STAT2,CARHSP1
STAT2,DNAJC11
STAT2,BHLHE40
STAT2,ARL6IP6
STAT2,MCM3
STAT2,STAT3
STAT2,RCC1
STAT2,MCM5
STAT2,ADK
STAT2,CKS1B
STAT2,BIN2
STAT2,TMEM97
STAT2,MAD2L1
STAT2,MOGS
STAT2,RAD51
STAT2,ME2
STAT2,RRM2
STAT2,FECH
STAT2,GIMAP5
STAT2,ACAA2
STAT2,NCAPH
STAT2,TOMM40
STAT2,GPR171
STAT2,GCNT2
STAT2,RAD21
STAT2,PPP2R1B
STAT2,FAM126A
STAT2,PITRM1
STAT2,ASF1B
STAT2,CCNB2
STAT2,MRPL37
STAT2,CCNF
STAT2,PSMD9
STAT2,FAM234B
STAT2,PLA2G12A
STAT2,IDH3A
STAT2,SLC39A8
STAT2,ESCO2
STAT2,TBC1D10C
STAT2,PRKAR2B
STAT2,GPSM2
STAT2,STOM
STAT2,SGPP1
STAT2,PLPP1
STAT2,TALDO1
STAT2,VAMP5
STAT3,STAT3
STAT3,STAT2
STAT3,BHLHE40
STAT3,TMEM176B
STAT3,HSPA8
STAT3,HSP90AA1
STAT3,NFAT5
STAT3,TXNIP
STAT3,ADK
STAT3,MT2
STAT3,NUDT9
STAT3,GTF2F1
STAT3,RPL41
STAT3,PA2G4
STAT3,FAM234B
STAT3,PCNA
STAT3,GIMAP5
STAT3,CELA1
STAT3,SLC39A8
STAT3,ASF1B
STAT3,ACAA2
STAT3,PSMC2
STAT3,SLC25A3
STAT3,FECH
STAT3,RAN
STAT3,RFESD
STAT3,NUP107
STAT3,PSMD9
STAT3,HARS
STAT3,GFM1
STAT3,USP46
STAT3,DNAJC11
STAT3,RFC4
STAT3,AHCTF1
STAT3,PITRM1
STAT3,C1QBP
STAT3,GPR171
STAT3,IFI203
STAT3,DUT
STAT3,MRPL37
STAT3,NUDT19
STAT3,IDH3A
STAT3,TALDO1
STAT3,TOMM40
STAT3,FAM126A
STAT3,ARL6IP6
STAT3,MOGS
STAT3,NDUFB9
STAT3,NOLC1
STAT3,CARHSP1
STAT3,ME2
STAT3,BIN2
STAT3,RRM2
STAT3,TBC1D10C
STAT3,SGPP1
STAT3,MAD2L1
STAT3,RAD21
STAT3,CCNB2
STAT3,MCM3
STAT3,STOM
STAT3,CKS2
STAT3,GPSM2
STAT3,GSTM5
STAT3,PLPP1
STAT3,MCM5
STAT3,NCAPH
STAT3,CKS1B
STAT3,HBA-A1
