Gene1,Gene2
AEBP2,INO80
AEBP2,SMARCA5
AEBP2,CLCN4
AEBP2,YEATS4
AEBP2,NACC1
AEBP2,ATP6V0D1
AEBP2,TM9SF2
AEBP2,DPF2
AEBP2,PARK7
AEBP2,SAP18
AEBP2,RRBP1
AEBP2,G3BP2
AEBP2,OSBP
AEBP2,TMCO1
AEBP2,RTN3
AEBP2,CDC5L
AEBP2,DGCR8
AEBP2,TCF25
AEBP2,SLC39A8
AEBP2,FUT8
AEBP2,JARID2
AEBP2,LRRC38
AEBP2,GPR19
AEBP2,SEC62
AEBP2,COL4A2
AEBP2,COL4A1
AEBP2,FBRSL1
AEBP2,GNAS
AEBP2,CRTC3
AEBP2,MORC3
AEBP2,FHDC1
AEBP2,P4HB
AEBP2,HOOK1
AEBP2,RBMXL2
AEBP2,ELF1
AEBP2,MGAT2
AEBP2,NPM1
AEBP2,SLC16A1
AEBP2,PABPN1
AEBP2,ESRRB
AEBP2,IHH
AEBP2,WNK2
AEBP2,PAG1
AEBP2,ARPC2
AEBP2,ATP2A3
AEBP2,SLC30A4
AEBP2,AP2A2
AEBP2,TPM1
AEBP2,CLMP
AEBP2,BRD2
AEBP2,SLC24A3
AEBP2,ECPAS
AEBP2,ZFP143
AEBP2,SMAD1
AEBP2,SEPT2
AEBP2,CHST15
AEBP2,KLF5
AEBP2,GTF2B
AEBP2,JUN
AEBP2,GPC6
AEBP2,RBPMS2
AEBP2,BMP1
AEBP2,ACTL6A
AEBP2,APP
AEBP2,ASAH1
AEBP2,TANC2
AEBP2,CDC16
AEBP2,ZBTB44
AEBP2,NCAPD3
AEBP2,GALNT7
AEBP2,DNAJC10
AEBP2,EIF2S2
AEBP2,ZFP281
AEBP2,MAN1A
AEBP2,MTF2
AEBP2,KMT2C
AEBP2,SET
AEBP2,PAK2
AEBP2,TDG
AEBP2,SUMO2
AEBP2,EXT2
AEBP2,PPIB
AEBP2,TMED9
AEBP2,MFSD1
AEBP2,SEL1L
AEBP2,RPN1
AEBP2,MSH6
AEBP2,HOPX
AEBP2,FGF10
AEBP2,USP47
AEBP2,NFYC
AEBP2,BMPER
AEBP2,SARAF
AEBP2,AEBP2
AEBP2,GDPD5
AEBP2,ETV5
AEBP2,CACNA1A
AEBP2,HGSNAT
AEBP2,LRRK1
AEBP2,RNPEP
AEBP2,TFRC
AEBP2,BAG5
AEBP2,CCDC47
AEBP2,TM7SF3
AEBP2,HSPE1
AEBP2,TET2
AEBP2,PSEN1
AEBP2,PDCD6IP
AEBP2,RFFL
AEBP2,OBSL1
AEBP2,CHD1
AEBP2,EP300
AEBP2,MAP1A
AEBP2,SNX7
AEBP2,FBXW8
AEBP2,EHD1
AEBP2,COL27A1
AEBP2,LIPG
AEBP2,TMEM263
AEBP2,DRAM1
AEBP2,DCLK2
AEBP2,SMYD2
AEBP2,COMMD3
