Gene1,Gene2
BACH2,CLTC
BACH2,CELA1
BACH2,PSMD1
BACH2,CTLA2B
BACH2,CTLA2A
BACH2,SOD1
BACH2,RTEL1
BACH2,TBXAS1
BACH2,PSMD5
BACH2,NFE2L2
BACH2,PACSIN2
BACH2,HSPA4
BACH2,BTAF1
BACH2,SPIRE1
BACH2,EGR2
BACH2,C1QBP
BACH2,NARS
BACH2,RETREG1
BACH2,ANXA1
BACH2,LAPTM5
BACH2,USP14
BACH2,L2HGDH
BACH2,RGS1
BACH2,MEF2C
BACH2,FTSJ3
BACH2,RANGAP1
BACH2,FOS
BACH2,UHRF1
BACH2,CANX
BACH2,ESR1
BACH2,DUS1L
BACH2,ZYX
BACH2,SLC39A8
BACH2,GIMAP5
BACH2,TES
BACH2,TALDO1
BACH2,PTPN7
BACH2,USP15
BACH2,CDC45
BACH2,ALDH18A1
BACH2,CMPK2
BACH2,NAPSA
BACH2,ALDH9A1
BACH2,TUBA4A
BACH2,PHF5A
BACH2,SUN1
BACH2,ATP2A3
BACH2,ATL2
BACH2,LCP1
BACH2,USP10
BACH2,CENPA
BACH2,IFI203
BACH2,CISH
BACH2,CD93
BACH2,RGS18
BACH2,GPR171
BACH2,RFESD
BACH2,PIGQ
BACH2,STAT3
BACH2,GM5111
BACH2,ERP29
BACH2,TMEM173
BACH2,HEMGN
BACH2,STARD10
BACH2,EIF3A
BACH2,EIF1AD
BACH2,RCC1
BACH2,ME2
BACH2,WDR5
BACH2,ZDHHC6
BACH2,HSPA8
BACH2,DENND1C
BACH2,STEAP3
BACH2,SHISA5
BACH2,IFNGR1
BACH2,CDCA8
BACH2,CAMSAP2
BACH2,IL21R
BACH2,ORC5
BACH2,CDT1
BACH2,LGALS9
BACH2,HPN
BACH2,NADK
BACH2,COX7A2
BACH2,ISG20
BACH2,SPPL2A
BACH2,NOLC1
BACH2,CYTH4
BACH2,TBCD
BACH2,TMEM33
BACH2,RAN
BACH2,POU2AF1
BACH2,ELAC2
BACH2,CACYBP
BACH2,REXO2
BACH2,OASL1
BACH2,FIGNL1
BACH2,CHCHD2
BACH2,GARS
BACH2,SEC23IP
BACH2,RUVBL2
BACH2,EIF2B1
BACH2,ELF4
BACH2,RANBP3
BACH2,POLD1
BACH2,MFNG
BACH2,PPAT
BACH2,SGO1
BACH2,SEH1L
BACH2,RNF141
BACH2,ARHGEF6
BACH2,LYRM4
BACH2,ADK
BACH2,MAD2L1
