Gene1,Gene2
CBX8,RAD21
CBX8,DPF2
CHD4,DMAP1
CHD4,SH3GLB1
CHD4,SUPT5
CHD4,GOT1
CHD4,FBXW8
CHD4,MFSD1
CHD4,PDIA3
CHD4,RCC2
CHD4,SELENOM
CHD4,RIF1
CHD4,NFYA
CHD4,HDAC2
CHD4,GLIPR2
CHD4,HMGA1
CHD4,RBPMS2
CHD4,PCOLCE2
CHD4,ZFHX3
CHD4,ADGRA2
DPF2,GLI1
DPF2,GDPD5
ELL2,IER2
ELL2,TDH
ELL2,HMGA1
ELL2,SUPT5
ELL2,FN1
ELL2,TCF15
EPOP,EPOP
EPOP,IER2
EPOP,KLF5
EPOP,GFPT2
EPOP,PDIA3
EPOP,TCF15
EPOP,APPBP2
EPOP,HMGA1
EPOP,TDH
EPOP,SPARC
EPOP,FN1
EPOP,CARHSP1
EPOP,TGOLN1
EPOP,GGA2
EPOP,FBXW8
EPOP,UBTF
EPOP,NELFA
EPOP,RAF1
EPOP,SURF4
EPOP,GNAI3
EPOP,APEX1
EPOP,ELL2
EPOP,COTL1
EPOP,EIF2S2
EPOP,NRF1
EPOP,TMEM30A
EPOP,TMEM214
EPOP,SEC11A
EPOP,DPF2
EPOP,SUPT5
EPOP,RAD23B
EPOP,PDIA6
EPOP,GOT1
EPOP,JARID2
EPOP,TRP53
EPOP,COPB1
EPOP,MFSD1
EPOP,UBQLN2
EPOP,TXNDC5
EPOP,DMAP1
EPOP,GDPD5
EPOP,SH3GLB1
EPOP,GATA4
EPOP,CHD4
EPOP,PDGFRA
EPOP,MYDGF
EPOP,ZFHX3
EPOP,NAA10
EPOP,KLF4
EPOP,PDE4DIP
EPOP,NFYA
EPOP,GLIPR2
EPOP,HDAC3
EPOP,GNS
EPOP,ZIC3
EPOP,SEC24A
EPOP,RAD21
EPOP,DERL1
EPOP,OGT
EPOP,FKBP9
EPOP,KCTD10
EPOP,TMEM59
EPOP,PCOLCE
EPOP,NACC1
EPOP,SELENOM
EPOP,RIF1
EPOP,GCNT2
EPOP,SNRPN
EPOP,NMNAT2
EPOP,THAP11
EPOP,TMEM9B
GABBR1,FBXW8
GABBR1,COPB1
GABBR1,DMAP1
GABBR1,MFSD1
GABBR1,PDIA6
GABBR1,COTL1
GABBR1,RFFL
GABBR1,TMEM30A
GABBR1,TMEM214
GABBR1,GNS
GABBR1,TXNDC5
GABBR1,DERL1
GABBR1,KAT5
GABBR1,MYDGF
GABBR1,RAB2A
GABBR1,DPF2
GABBR1,GGA2
GABBR1,GNAI3
GABBR1,CARHSP1
GABBR1,SEC11A
GABBR1,GHR
GABBR1,GLIPR2
GABBR1,TMEM9B
