Gene1,Gene2
ADNP,TMEM51
ADNP,TOR1AIP2
ADNP,XRCC5
ADNP,EXOSC5
ADNP,SIRT6
ADNP,SNX2
ADNP,PHC2
ADNP,ZC3H11A
ADNP,POFUT2
ADNP,MED1
ADNP,RHOU
ADNP,AKT1
ADNP,IFITM1
ADNP,POLE4
ADNP,H2-M5
ADNP,CYTH3
ADNP,ADAM19
ADNP,PSAP
ADNP,PLXDC1
ADNP,SH3GLB1
ADNP,BSG
ADNP,EMP2
ADNP,FKBP5
ADNP,STX3
ADNP,MKRN1
ADNP,CHST12
ADNP,ZFP984
ADNP,SMC3
ADNP,ZFP217
ADNP,GLMP
ADNP,DAP
ARID1A,ABCG2
ARID1A,1700019D03RIK
ARID1A,STMN1
ARID1A,ACP6
ARID1A,ETV1
ARID1A,UPP1
ARID1A,LAMC1
ARID1A,PLOD1
ARID1A,PATJ
ARID1A,ST5
ARID1A,DNAJC21
ARID1A,ZFP819
ARID1A,SERF2
ARID1A,NOC3L
ARID1A,RBPJ
ARID1A,LAMB2
ARID1A,IFITM1
ARID1A,CBFA2T2
ARID1A,MBD2
ARID1A,BARD1
ARID1A,LMNB1
ARID1A,FABP3
ARID1A,RNF2
ARID1A,MSH2
ARID1A,CTSD
ARID1A,2200002D01RIK
ARID1A,PARVB
ARID1A,PDK1
ARID1A,SERPINH1
ARID1A,PRDX1
ARID1A,LAPTM4A
ARID1A,POLE4
ARID1A,ZFP428
ARID1A,USP28
ARID1A,LOXL2
ARID1A,CST3
ARID1A,POLK
ARID1A,SH3PXD2B
ARID1A,PTPN14
ARID1A,MBD3
ARID1A,GABBR1
ARID1A,COPG1
ARID1A,KLF3
ARID1A,SINHCAF
ARID1A,ELL
ARID1A,ADNP
ARID1A,SETDB1
ARID1A,AMPD2
ARID1A,ZFP984
ARID1A,BSG
ARID1A,ARPC5
ARID1A,XPNPEP1
ARID1A,CLTC
ARID1A,HMGA1
ARID1A,PTMA
BRD4,CALM1
BRD4,CLTC
BRD4,NRF1
BRD4,RAF1
BRD4,PRDX1
BRD4,POLE4
BRD4,PTMA
BRD4,SERBP1
BRD4,ADNP
BRD4,KMT2D
BRD4,LAMP1
BRD4,HSPA4
BRD4,PPIA
BRD4,CBX5
BRD4,HSPA5
BRD4,RAD23B
BRD4,GAPDH
BRD4,TOR1AIP2
BRD4,HEXIM1
BRD4,SMARCC1
BRD4,ZFP428
BRD4,AARS
BRD4,HDLBP
BRD4,RAB11A
BRD4,CALR
BRD4,HSP90AA1
BRD4,GORASP2
BRD4,RRN3
BRD4,SELENOF
BRD4,HDAC2
BRD4,NSL1
BRD4,NELFA
BRD4,ZC3H11A
BRD4,RAD21
BRD4,SUZ12
BRD4,ACP6
BRD4,PTP4A1
BRD4,CTCF
BRD4,MSL2
BRD4,ARID1A
BRD4,STAG1
BRD4,SS18
BRD4,ATP6V0A1
BRD4,WDR82
BRD4,LRRC58
BRD4,RPLP1
BRD4,P4HA1
BRD4,STAG2
BRD4,MDN1
BRD4,TCF3
BRD4,RBBP5
BRD4,GFPT1
BRD4,HMGA1
BRD4,RBPJ
BRD4,TXNDC12
BRD4,CDC42SE2
BRD4,OGT
BRD4,ALG5
BRD4,SMC3
BRD4,WDR11
BRD4,LMNB1
BRD4,CNOT3
BRD4,MBD3
BRD4,MRPS5
BRD4,ERP29
BRD4,CERS2
BRD4,LAPTM4A
BRD4,MSI2
BRD4,SMARCA4
BRD4,TMEM30A
BRD4,MED23
BRD4,YY1
BRD4,ARF4
BRD4,SLC25A4
BRD4,H13
BRD4,PHF5A
BRD4,SOD1
BRD4,TM9SF3
BRD4,SETD1A
BRD4,WDFY1
BRD4,STT3B
BRD4,ETNK1
BRD4,TRIM28
BRD4,ATXN10
BRD4,COPA
BRD4,HNRNPL
BRD4,E4F1
BRD4,BSG
BRD4,NISCH
BRD4,SSR1
BRD4,METTL3
BRD4,STMN1
BRD4,MED1
BRD4,SEC24A
BRD4,SELENOK
BRD4,KDM1A
BRD4,KDM4C
BRD4,IMPAD1
BRD4,GLO1
BRD4,SINHCAF
BRD4,IRF2BPL
BRD4,IER2
BRD4,BRD4
BRD4,SLC25A39
BRD4,ARPC5
BRD4,PDK1
BRD4,CBX1
BRD4,EXOSC5
BRD4,CALU
BRD4,XBP1
BRD4,SIRT6
BRD4,PATJ
BRD4,KLF10
BRD4,MKRN1
BRD4,POLR3D
BRD4,ABHD5
BRD4,TPM4
BRD4,SLC25A5
BRD4,SELENOW
BRD4,TBRG1
BRD4,SNX2
BRD4,COPG1
BRD4,DDOST
BRD4,PPP1R9A
BRD4,ASPH
BRD4,POLK
BRD4,MSH2
BRD4,KDELR2
BRD4,RPN2
BRD4,SSR3
BRD4,B2M
BRD4,TGOLN1
BRD4,CST3
BRD4,SH3GLB1
BRD4,LMAN2
BRD4,POFUT2
BRD4,NFYB
BRD4,MAN1A2
BRD4,PSAP
BRD4,GNAI3
BRD4,STIP1
BRD4,HELLS
BRD4,DERL1
BRD4,SELENOS
BRD4,FNDC3B
BRD4,VAMP3
BRD4,BRD9
BRD4,XRCC5
BRD4,PURB
BRD4,EGLN1
BRD4,TMEM128
BRD4,GNG5
BRD4,TMEM59
BRD4,TMED3
BRD4,ILK
BRD4,MYH9
BRD4,SERF2
BRD4,PTTG1IP
BRD4,TAF3
BRD4,RAP1GDS1
BRD4,SETDB1
BRD4,GTF3C1
BRD4,NAP1L1
BRD4,TLE4
BRD4,SDCBP
BRD4,MTA2
BRD4,TMEM165
BRD4,KLF3
BRD4,SLC7A6
BRD4,RER1
BRD4,MPHOSPH8
BRD4,1700019D03RIK
BRD4,SNX1
BRD4,PRKCSH
BRD4,OSTC
BRD4,FADS2
BRD4,RNF24
BRD4,MBD2
BRD4,ACO1
BRD4,HIRIP3
BRD4,BARD1
BRD4,NOC3L
BRD4,PDXDC1
BRD4,PARP1
BRD4,NONO
BRD4,COTL1
BRD4,RYBP
BRD4,HDAC1
BRD4,CTSD
BRD4,TBP
BRD4,FOXP1
BRD4,RNF2
BRD4,XPNPEP1
BRD4,MAPKAPK2
BRD4,UBQLN2
BRD4,CDC73
BRD4,MCFD2
BRD4,MSL1
BRD4,TMBIM6
BRD4,CNNM2
BRD4,RPA1
BRD4,FRS2
BRD4,KDM5B
BRD4,CDK9
BRD4,SMAD2
BRD4,KDM6A
BRD4,MED26
BRD4,WWP2
BRD4,USP28
BRD4,MYC
BRD4,CDK8
BRD4,CXXC1
BRD4,SEC11A
BRD4,PTPN21
BRD4,STT3A
BRD4,SCYL1
BRD4,TMEM9B
BRD4,GGA2
BRD4,RPP25
BRD4,QDPR
BRD4,MARC2
BRD4,ARHGAP1
BRD4,KIF1C
BRD4,MYDGF
BRD4,DROSHA
BRD4,TRPS1
BRD4,COPB2
BRD4,RUVBL2
BRD4,APAF1
BRD4,USP7
BRD4,CENPV
BRD4,GABARAP
BRD4,UBE2H
BRD4,ZSWIM1
BRD4,SUPT6
BRD4,FKBP5
BRD4,FNDC3A
BRD4,EML3
BRD4,ZFP984
BRD4,KAT2A
BRD4,NOL6
BRD4,GALK1
BRD4,CBFA2T2
BRD4,VAMP8
BRD4,GXYLT1
BRD4,CTBP2
BRD4,ADIPOR2
BRD4,BAZ1A
BRD4,ARHGAP10
BRD4,GNS
BRD4,MAX
BRD4,FLNB
BRD4,STEAP2
BRD4,MAML3
BRD4,KLF4
BRD4,CHST12
BRD4,ZYX
BRD4,ME1
BRD4,GSE1
BRD4,BC017158
BRD4,TMOD3
BRD4,ETV4
BRD4,AKR1B3
BRD4,KMT2B
BRD4,ELL
BRD4,RCC2
BRD4,RHOU
BRD4,CHPF2
BRD4,GPAT4
BRD4,CYTH3
BRD4,ARL8A
BRD4,FERMT2
BRD4,CTR9
BRD4,TGFBR3
BRD4,PAFAH1B3
BRD4,SAP30
BRD4,SOCS2
BRD4,LAMC1
BRD4,FRMD4A
BRD4,PDIA5
BRD4,PHC2
BRD4,MBNL2
BRD4,GNPTAB
BRD4,DTX3L
BRD4,TCOF1
BRD4,PACS1
BRD4,ZFP217
BRD4,GLIPR2
BRD4,BCLAF3
BRD4,DOCK5
BRD4,F3
BRD4,ADAM19
BRD4,FUT9
BRD4,IRAK3
BRD4,CHD4
BRD4,ZYG11A
BRD4,CHMP2B
BRD4,CARHSP1
BRD4,DAP
BRD4,MED12
BRD4,TEX264
BRD4,SLC35E1
BRD4,ITPK1
BRD4,FN1
BRD4,FABP3
BRD4,PEG3
BRD4,THAP11
BRD4,UCHL1
BRD4,AKT1
BRD4,P3H4
BRD4,CPOX
BRD4,PRDX4
BRD4,CASKIN2
BRD4,HEATR1
BRD4,SELENOM
BRD4,MYLPF
BRD4,FDPS
BRD4,PLOD1
BRD4,CENPM
BRD4,KLHDC3
BRD4,CDYL2
BRD4,L1TD1
BRD4,EPAS1
BRD4,SIN3A
BRD4,SNX9
BRD4,HELB
BRD4,NFIB
BRD4,LSR
BRD4,TCAF1
BRD4,EFHD2
BRD4,TFE3
BRD4,ALDH2
BRD4,SH3PXD2B
BRD4,PTPN14
BRD4,NAA10
BRD4,SLC25A22
BRD4,SERPINH1
BRD4,MOV10
BRD4,AMPD2
BRD4,IGFBP2
BRD4,ABCG2
BRD4,ZFHX3
BRD4,VKORC1
BRD4,BAG2
BRD4,TNK2
BRD4,SOX2
BRD4,DAB2
BRD4,RAB3IL1
BRD4,CUL7
BRD4,GABBR1
BRD4,RARA
BRD4,ITGA6
BRD4,PLOD2
BRD4,ARF5
BRD4,LMNB2
BRD4,HAP1
BRD4,CERS4
BRD4,LGMN
BRD4,RIT1
BRD4,DNAJC21
BRD4,MOB3B
BRD4,MMGT1
BRD4,ETV1
BRD4,TMEM150A
BRD4,ANKRD33B
BRD4,MARCKS
BRD4,ARHGEF10L
BRD4,STX3
BRD4,WDR46
BRD4,EPOP
BRD4,HTRA1
BRD4,UPP1
BRD4,LAMB2
BRD4,MSC
BRD4,ADGRE5
BRD4,N4BP3
BRD4,ABCC4
BRD4,GLDC
BRD4,CHN2
BRD4,PFKP
BRD4,RXRA
BRD4,ELF3
BRD4,PLEKHH2
BRD4,NCOR2
BRD4,RRP12
BRD4,MYCN
BRD4,KDM6B
BRD4,TCF15
BRD4,SLC7A7
BRD4,ANXA4
BRD4,BCL3
BRD4,PARVB
BRD4,CTNNBIP1
BRD4,GLMP
BRD4,IQSEC1
BRD4,LOXL2
BRD4,PDGFRA
BRD4,TFCP2L1
BRD4,ZCCHC24
BRD4,TPBGL
BRD4,TDGF1
BRD4,EHMT2
BRD4,ADGRA2
BRD4,KCNQ5
BRD4,FLRT3
BRD4,NUP43
BRD4,NRG2
BRD4,CD9
BRD4,KDELR3
BRD4,GCNT1
BRD4,H2-M5
BRD4,ZFP979
BRD4,NFATC1
BRD4,DUSP27
BRD4,PLS3
BRD4,FZD10
BRD4,POU5F1
BRD4,ADAM23
BRD4,LRP2
BRD4,TMEM51
BRD4,TYRO3
BRD4,2410141K09RIK
BRD4,ZFP819
BRD4,HS3ST1
BRD4,INHBB
BRD4,IFITM1
BRD4,TCN2
BRD4,SLC9A6
BRD4,ST5
BRD4,TCEA3
BRD4,FOXQ1
BRD4,FXYD6
BRD4,FKBP11
BRD4,RHOD
BRD4,NANOG
BRD4,ZIC3
BRD4,FGF4
BRD4,KHDC3
BRD4,FGF3
BRD4,PLA2G1B
BRD4,SH3TC2
BRD4,IGF2
BRD4,PTH1R
BRD4,FOXA2
BRD4,SEPT1
BRD4,FST
BRD4,ERAS
BRD4,MSX2
BRD4,PLXDC1
BRD4,EPS8L2
BRD4,LRRC2
BRD4,ILDR1
BRD4,TRH
BRD9,MAX
BRD9,GORASP2
BRD9,KMT2B
BRD9,RAF1
BRD9,SH3GLB1
BRD9,MED23
BRD9,POLK
BRD9,BSG
BRD9,SLC35E1
BRD9,LAMC1
BRD9,MBD2
BRD9,SERBP1
BRD9,NFYB
BRD9,NSL1
BRD9,ADNP
BRD9,NELFA
BRD9,CLTC
BRD9,SAP30
BRD9,RAB11A
BRD9,SMC3
BRD9,CDC42SE2
BRD9,ADIPOR2
BRD9,STAG1
BRD9,ARID1A
BRD9,PTMA
BRD9,SINHCAF
BRD9,CTCF
BRD9,BARD1
BRD9,CBFA2T2
BRD9,NISCH
BRD9,PRDX1
BRD9,LAMP1
BRD9,ARPC5
BRD9,FLNB
BRD9,CALM1
BRD9,MED26
BRD9,POFUT2
BRD9,COPG1
BRD9,ATP6V0A1
BRD9,LMNB1
BRD9,CTSD
BRD9,POLE4
BRD9,RER1
BRD9,FLRT3
BRD9,RUVBL2
BRD9,ETV1
BRD9,PRKCSH
BRD9,RBPJ
BRD9,HSP90AA1
BRD9,ERP29
BRD9,SETDB1
BRD9,VAMP3
BRD9,CTNNBIP1
BRD9,TAF3
BRD9,SSR1
BRD9,HSPA4
BRD9,NRF1
BRD9,TXNDC12
BRD9,E4F1
BRD9,TGOLN1
BRD9,HEATR1
BRD9,KLF4
BRD9,RNF2
BRD9,KDM1A
BRD9,SCYL1
BRD9,LAMB2
BRD9,SLC7A7
BRD9,NOC3L
BRD9,HDLBP
BRD9,SERF2
BRD9,GXYLT1
BRD9,RAD23B
BRD9,CHST12
BRD9,ELL
BRD9,SMARCA4
BRD9,ACP6
BRD9,STAG2
BRD9,PTPN21
BRD9,KDM4C
BRD9,DAP
BRD9,MBD3
BRD9,CALR
BRD9,ZC3H11A
BRD9,TOR1AIP2
BRD9,SUZ12
BRD9,SELENOM
BRD9,XRCC5
BRD9,STMN1
BRD9,SLC25A39
BRD9,CASKIN2
