Gene1,Gene2
BCL11B,MSH6
BCL11B,HJURP
BCL11B,RAD21
BCL11B,ARMT1
BCL11B,CCNA2
BCL11B,MAPK9
BCL11B,GMFB
BCL11B,NUDT9
BCL11B,MTFR1
BCL11B,FKBP1A
BCL11B,TCP1
BCL11B,RNF139
BCL11B,YPEL3
BCL11B,LRRC59
BCL11B,NDUFV1
BCL11B,PRKAB1
BCL11B,PSTPIP1
BCL11B,THUMPD3
BCL11B,DDOST
BCL11B,RANBP1
BCL11B,GCLM
BCL11B,PRMT7
BCL11B,ATP5G1
BCL11B,TUBA1B
BCL11B,INTS8
BCL11B,ACAP1
BCL11B,EIF2S1
BCL11B,MIS18BP1
BCL11B,WDR75
BCL11B,VDAC1
BCL11B,OTUD6B
BCL11B,EPRS
BCL11B,KIF20B
BCL11B,PSMD3
BCL11B,DCK
BCL11B,PIP4K2A
BCL11B,NCAPD2
BCL11B,PSMD7
BCL11B,CCT7
BCL11B,BIRC5
BCL11B,PKM
BCL11B,DCAF13
BCL11B,GLRX5
BCL11B,CCT6A
BCL11B,SNRNP200
BCL11B,FCHSD2
BCL11B,CKS1B
BCL11B,USF3
BCL11B,RPS27L
BCL11B,HMGB2
BCL11B,HACD3
BCL11B,XRCC6
BCL11B,KIF11
BCL11B,NIF3L1
BCL11B,PRELID3B
BCL11B,RAG1
BCL11B,HSP90AA1
BCL11B,WDR43
BCL11B,ACSS1
BCL11B,ATP5G3
BCL11B,NCL
BCL11B,PICALM
BCL11B,TREML2
BCL11B,TOMM40
BCL11B,WDR7
BCL11B,MARS
BCL11B,PHB2
BCL11B,PPP6C
BCL11B,RASSF2
BCL11B,ETS1
BCL11B,LAP3
BCL11B,ECT2
BCL11B,MOGS
BCL11B,MTCH2
BCL11B,FEM1B
BCL11B,TFG
BCL11B,NUF2
BCL11B,CBFB
BCL11B,CCT3
BCL11B,HMBS
BCL11B,TUBGCP2
BCL11B,PFKM
BCL11B,GUCD1
BCL11B,DDX20
BCL11B,SPTBN1
BCL11B,INTS13
BCL11B,MCM7
BCL11B,AP1B1
BCL11B,TXNL1
BCL11B,POLE3
BCL11B,FTH1
BCL11B,TFRC
BCL11B,UGCG
BCL11B,PREP
BCL11B,UAP1
BCL11B,TMEM64
BCL11B,CARHSP1
BCL11B,PRDX6
BCL11B,ARL6IP6
BCL11B,TSPAN14
BCL11B,FBXO5
BCL11B,RIN3
BCL11B,COX6B1
BCL11B,H2AFX
BCL11B,TSPAN33
BCL11B,ELF1
BCL11B,NDUFS1
BCL11B,PGLYRP2
BCL11B,HDGF
BCL11B,BZW1
BCL11B,COA5
BCL11B,NUDCD1
BCL11B,CNP
BCL11B,CKAP2L
BCL11B,EPSTI1
BCL11B,SLC20A1
BCL11B,CCT5
BCL11B,NUP155
BCL11B,TOX
BCL11B,1700017B05RIK
BCL11B,PSMC2
BCL11B,NOP2
BCL11B,PPP1CB
BCL11B,INTS11
BCL11B,ADGRG1
BCL11B,TRMT6
BCL11B,METTL8
BCL11B,NECAP2
BCL11B,AHCTF1
BCL11B,HUS1
BCL11B,EAF1
BCL11B,DUSP2
BCL11B,HAGH
BCL11B,ATP8A1
BCL11B,GOLPH3
BCL11B,PDE12
BCL11B,SMIM5
BCL11B,PON2
BCL11B,POLR1B
BCL11B,PA2G4
BCL11B,EYA2
BCL11B,GM2A
BCL11B,CALR
BCL11B,TXNIP
BCL11B,MRPL20
BCL11B,CLIC4
BCL11B,STAT2
BCL11B,STT3B
BCL11B,PSMG2
BCL11B,HSPA9
BCL11B,SATB1
BCL11B,TXN2
BCL11B,TRIB2
BCL11B,CUL4A
BCL11B,SDHD
BCL11B,CYC1
BCL11B,UBR7
BCL11B,RFC4
BCL11B,RPN1
BCL11B,RABIF
BCL11B,VKORC1L1
BCL11B,GALNS
BCL11B,MBOAT2
BCL11B,CDCA5
BCL11B,CCNE1
BCL11B,ABHD16A
BCL11B,RFC5
BCL11B,COMT
BCL11B,AK3
BCL11B,ISYNA1
BCL11B,PSMF1
BCL11B,METAP1
BCL11B,CASP3
BCL11B,UQCRFS1
BCL11B,ESYT2
BCL11B,ATAD2
BCL11B,IDH3A
BCL11B,STIL
BCL11B,PITRM1
BCL11B,POLE
BCL11B,SCRN3
BCL11B,SMARCA2
BCL11B,PTDSS2
BCL11B,ZFP639
BCL11B,DOCK2
BCL11B,SLA2
BCL11B,TAPT1
BCL11B,NDC80
BCL11B,PCYT1A
BCL11B,TANGO2
BCL11B,HIST1H4D
BCL11B,ZFP367
BCL11B,NUP93
BCL11B,LDHA
BCL11B,ABCG3
BCL11B,RGCC
BCL11B,LEPROT
BCL11B,GIMAP1
BCL11B,EPS15
BCL11B,FPGS
BCL11B,PLAA
BCL11B,USP46
BCL11B,PPID
BCL11B,SLC25A38
BCL11B,PWP2
BCL11B,CIP2A
BCL11B,CYB5R3
BCL11B,YBX1
BCL11B,CCDC137
BCL11B,BSG
BCL11B,TUBB4B
BCL11B,EIF3B
BCL11B,RAD51
BCL11B,HDAC7
BCL11B,NCAPH
BCL11B,DEK
BCL11B,MCM6
BCL11B,SRSF1
BCL11B,MTHFD1
BCL11B,UBE2C
BCL11B,TAF12
BCL11B,CDCA3
BCL11B,GNPDA1
BCL11B,GEMIN5
BCL11B,TCF7
BCL11B,MARCH5
BCL11B,CDCA7
BCL11B,ARCN1
BCL11B,SPC24
BCL11B,CHRNB1
BCL11B,TARS
BCL11B,TIMM50
BCL11B,EIF3G
BCL11B,TMEM147
BCL11B,TUBB5
BCL11B,QARS
BCL11B,MKI67
BCL11B,HNRNPLL
BCL11B,CAMK2D
BCL11B,KPNA1
BCL11B,SPPL2B
BCL11B,PSME3
BCL11B,ASPH
BCL11B,WDR4
BCL11B,ITIH5
BCL11B,NAE1
BCL11B,PFAS
BCL11B,ALKBH8
BCL11B,LONP1
BCL11B,PBK
BCL11B,PRMT5
BCL11B,LPP
BCL11B,SLC11A2
BCL11B,DAPP1
BCL11B,ABCE1
BCL11B,DNAJC9
BCL11B,SLC46A3
BCL11B,DKC1
BCL11B,CNR2
BCL11B,NUP85
BCL11B,TMX1
BCL11B,SAPCD2
BCL11B,2210016F16RIK
BCL11B,OASL2
BCL11B,CCNE2
BCL11B,TM7SF3
BCL11B,DTL
BCL11B,GMPS
BCL11B,UQCRC1
BCL11B,ORC2
BCL11B,TTLL12
BCL11B,AURKA
BCL11B,ACSL5
BCL11B,TLK1
BCL11B,RPA2
BCL11B,STIP1
BCL11B,ABCB10
BCL11B,UCP2
BCL11B,BCAP29
BCL11B,UROD
BCL11B,OAT
BCL11B,G6PDX
BCL11B,EMB
BCL11B,BCL11B
BCL11B,SPC25
BCL11B,PRDX3
BCL11B,SMPD4
BCL11B,WDR36
BCL11B,RARS
BCL11B,PPOX
BCL11B,RPA1
BCL11B,D1ERTD622E
BCL11B,MCM5
BCL11B,LRRC14
BCL11B,TMSB4X
BCL11B,MNS1
BCL11B,PPA1
BCL11B,GTF2H1
BCL11B,PPM1L
BCL11B,ELMO1
BCL11B,NASP
BCL11B,MYH10
BCL11B,VIM
BCL11B,E2F8
BCL11B,NCAPG2
BCL11B,CDC20
BCL11B,TYMS
BCL11B,PLPP1
BCL11B,HNRNPAB
BCL11B,LAPTM4B
BCL11B,SLC43A3
BCL11B,RRM1
BCL11B,RRM2
BCL11B,DYNLL1
BCL11B,RUNX2
BCL11B,SQOR
BCL11B,JUN
BCL11B,CD55
BCL11B,PLA2G12A
BCL11B,UNC93B1
BCL11B,ABCB4
BCL11B,NCAPG
BCL11B,SMC4
BCL11B,KLF6
BCL11B,CBX7
BCL11B,CRIP2
BCL11B,4833439L19RIK
BCL11B,CALCRL
BCL11B,GCDH
BCL11B,VPS35
BCL11B,ORC6
BCL11B,NOTCH1
BCL11B,APLP2
BCL11B,GOLT1B
BCL11B,TBL3
BCL11B,SLC14A1
BCL11B,LTB
BCL11B,HASPIN
BCL11B,FASTKD2
BCL11B,FAM111A
BCL11B,SLC41A3
BCL11B,CCT2
BCL11B,ZFP36
BCL11B,SELENOP
BCL11B,PDE4B
BCL11B,KNL1
BCL11B,HNRNPDL
BCL11B,TUBGCP3
BCL11B,STOM
BCL11B,HMGB3
BCL11B,PUS7
BCL11B,EIF4EBP1
BCL11B,LCP2
BCL11B,RPL41
BCL11B,NUP88
BCL11B,GTF2F1
BCL11B,NOL9
BCL11B,IGFBP4
BCL11B,GIMAP6
BCL11B,DDX1
BCL11B,IKZF1
BCL11B,EIF4ENIF1
BCL11B,ARHGDIB
BCL11B,MAGED2
BCL11B,LBHD1
BCL11B,STRAP
BCL11B,MTR
BCL11B,ACAA2
BCL11B,IARS2
BCL11B,RAG2
BCL11B,XK
BCL11B,BHLHE40
BCL11B,BAG2
BCL11B,PLCB2
BCL11B,CENPI
BCL11B,REEP6
BCL11B,OPTN
BCL11B,FAM107B
BCL11B,ARHGAP19
BCL11B,SPRYD4
BCL11B,PRDX2
BCL11B,UQCR11
BCL11B,PEAR1
BCL11B,SLC29A1
BCL11B,TENT5A
BCL11B,RACGAP1
BCL11B,ST3GAL6
BCL11B,PLIN2
BCL11B,MRPL37
BCL11B,LPCAT1
BCL11B,BLVRB
BCL11B,ATP5B
BCL11B,GIMAP8
BCL11B,ABLIM1
BCL11B,NEURL3
BCL11B,RHOF
BCL11B,TMEM176B
BCL11B,TMEM176A
BCL11B,ATPIF1
BCL11B,SEPT8
BCL11B,LSP1
BCL11B,PTPRC
BCL11B,TMEM56
BCL11B,SOCS2
BCL11B,SHCBP1
BCL11B,CD9
BCL11B,PRIM1
BCL11B,HACD4
BCL11B,KLHL23
BCL11B,GYPA
BCL11B,ATP1B2
BCL11B,PPIC
BCL11B,MCM10
BCL11B,MYC
BCL11B,SLFN2
BCL11B,ANKLE1
BCL11B,LMNA
BCL11B,FTSJ1
BCL11B,COL5A1
BCL11B,MFSD2B
BCL11B,SPHK1
BCL11B,MGLL
BCL11B,MYADM
BCL11B,HEBP1
BCL11B,IRF8
BCL11B,HLF
BCL11B,LHFPL2
BCL11B,PTPN13
BCL11B,MNDAL
BCL11B,IFI30
BCL11B,GBP2
BCL11B,LYZ2
BCL11B,IKZF2
BCL11B,TGTP1
BCL11B,PIDD1
BCL11B,AFAP1L1
BCL11B,MAMDC2
BCL11B,LY6A
BCL11B,EPOR
BCL11B,NFIA
BCL11B,TFR2
BCL11B,GATM
BCL11B,MCTP1
BCL11B,CD53
BCL11B,PBX1
BCL11B,IFITM3
BCL11B,SPTA1
BCL11B,GUCY1A1
BCL11B,MT2
BCL11B,SELENBP1
BCL11B,RAB31
BCL11B,GCNT2
BHLHE40,AURKA
BHLHE40,GMFB
BHLHE40,LONP1
BHLHE40,GTF2F1
BHLHE40,HDGF
BHLHE40,DYNLL1
BHLHE40,BHLHE40
BHLHE40,TXNIP
BHLHE40,PSME3
BHLHE40,NUDT9
BHLHE40,GTF2H1
BHLHE40,NOP2
BHLHE40,NCL
BHLHE40,CAMK2D
BHLHE40,WDR4
BHLHE40,MTCH2
BHLHE40,PUS7
BHLHE40,TYMS
BHLHE40,PFKM
BHLHE40,NUP88
BHLHE40,LAP3
BHLHE40,SNRNP200
BHLHE40,AP1B1
BHLHE40,TREML2
BHLHE40,HIST1H4D
BHLHE40,STT3B
BHLHE40,1700017B05RIK
BHLHE40,PICALM
BHLHE40,BSG
BHLHE40,PITRM1
BHLHE40,H2AFX
BHLHE40,CALR
BHLHE40,TRMT6
BHLHE40,RPA1
BHLHE40,SOCS2
BHLHE40,PLA2G12A
BHLHE40,ATP5G3
BHLHE40,RPL41
BHLHE40,E2F8
BHLHE40,SLC29A1
BHLHE40,GNPDA1
BHLHE40,PRDX6
BHLHE40,SPHK1
BHLHE40,RABIF
BHLHE40,TUBB5
BHLHE40,MT2
BHLHE40,ARMT1
BHLHE40,PKM
BHLHE40,PA2G4
BHLHE40,DCAF13
BHLHE40,ZFP367
BHLHE40,RAB31
BHLHE40,CCNE2
BHLHE40,LRRC14
BHLHE40,ECT2
BHLHE40,IKZF1
BHLHE40,NEURL3
BHLHE40,SLC14A1
BHLHE40,DDX20
BHLHE40,SRSF1
BHLHE40,PPM1L
BHLHE40,HUS1
BHLHE40,WDR36
BHLHE40,PBK
BHLHE40,MRPL37
BHLHE40,FKBP1A
BHLHE40,VDAC1
BHLHE40,DUSP2
BHLHE40,NDUFV1
BHLHE40,YBX1
BHLHE40,BZW1
BHLHE40,KPNA1
BHLHE40,PREP
BHLHE40,RARS
BHLHE40,HLF
BHLHE40,TFRC
BHLHE40,SMARCA2
BHLHE40,LRRC59
BHLHE40,THUMPD3
BHLHE40,TUBA1B
BHLHE40,PSMD3
BHLHE40,HSPA9
BHLHE40,LPCAT1
BHLHE40,MGLL
BHLHE40,PSMC2
BHLHE40,METTL8
BHLHE40,PDE12
BHLHE40,UNC93B1
BHLHE40,GALNS
BHLHE40,CDCA7
BHLHE40,ASPH
BHLHE40,TFR2
BHLHE40,LAPTM4B
BHLHE40,DOCK2
BHLHE40,LDHA
BHLHE40,NCAPG2
BHLHE40,HNRNPDL
BHLHE40,VPS35
BHLHE40,ORC6
BHLHE40,TMEM147
BHLHE40,HACD3
BHLHE40,HASPIN
BHLHE40,PPP6C
BHLHE40,PRELID3B
BHLHE40,DAPP1
BHLHE40,DTL
BHLHE40,KIF20B
BHLHE40,ABLIM1
BHLHE40,ATAD2
BHLHE40,IRF8
BHLHE40,PLPP1
BHLHE40,OTUD6B
BHLHE40,HDAC7
BHLHE40,MRPL20
BHLHE40,HMGB3
BHLHE40,UROD
BHLHE40,IGFBP4
BHLHE40,EAF1
BHLHE40,IFI30
BHLHE40,DEK
BHLHE40,ATP5G1
BHLHE40,MNS1
BHLHE40,EIF2S1
BHLHE40,EIF4EBP1
BHLHE40,TM7SF3
BHLHE40,NUP155
BHLHE40,TFG
BHLHE40,XRCC6
BHLHE40,MSH6
BHLHE40,ELF1
BHLHE40,MTHFD1
BHLHE40,PLIN2
BHLHE40,TOMM40
BHLHE40,PDE4B
BHLHE40,PRMT7
BHLHE40,SLFN2
BHLHE40,FTH1
BHLHE40,FCHSD2
BHLHE40,RANBP1
BHLHE40,HAGH
BHLHE40,HJURP
BHLHE40,ABHD16A
BHLHE40,GLRX5
BHLHE40,PTDSS2
BHLHE40,EBI3
BHLHE40,ANKLE1
BHLHE40,RRM1
BHLHE40,ELMO1
BHLHE40,DCK
BHLHE40,TXN2
BHLHE40,GCDH
BHLHE40,SLC20A1
BHLHE40,GDF3
BHLHE40,EIF3B
