Gene1,Gene2
BCL11B,CAMSAP2
BCL11B,TOMM22
BCL11B,HEMGN
BCL11B,ATP5G1
BCL11B,EIF2S1
BCL11B,DCK
BCL11B,RPS27L
BCL11B,PRELID3B
BCL11B,RAG1
BCL11B,ATP5G3
BCL11B,NCL
BCL11B,PHB2
BCL11B,ETS1
BCL11B,HMBS
BCL11B,STAT1
BCL11B,LRRC8C
BCL11B,H2AFX
BCL11B,E2F4
BCL11B,ATP7B
BCL11B,ADGRG1
BCL11B,TPX2
BCL11B,COX4I1
BCL11B,EIF5A
BCL11B,CCNE1
BCL11B,PIK3R2
BCL11B,SCRN3
BCL11B,RANGAP1
BCL11B,CDT1
BCL11B,NUP93
BCL11B,LEPROT
BCL11B,GIMAP1
BCL11B,CANX
BCL11B,SLC16A10
BCL11B,TCF7
BCL11B,TIMM50
BCL11B,CENPK
BCL11B,HNRNPLL
BCL11B,PBK
BCL11B,TMEM14C
BCL11B,DNAJC9
BCL11B,CAD
BCL11B,TM7SF3
BCL11B,KNSTRN
BCL11B,AURKA
BCL11B,ACSL5
BCL11B,CTLA2B
BCL11B,ABCB10
BCL11B,MGST3
BCL11B,SRM
BCL11B,BCL11B
BCL11B,PCLAF
BCL11B,PRDX3
BCL11B,MNS1
BCL11B,CORO1A
BCL11B,ST3GAL5
BCL11B,SSX2IP
BCL11B,VIM
BCL11B,REXO2
BCL11B,RRM1
BCL11B,AP3S1
BCL11B,SMC4
BCL11B,CBX7
BCL11B,SLC14A1
BCL11B,GSTM1
BCL11B,DDX21
BCL11B,SLC41A3
BCL11B,KNL1
BCL11B,CTLA2A
BCL11B,ATP5F1
BCL11B,IKZF1
BCL11B,ALAD
BCL11B,ASPM
BCL11B,ELF4
BCL11B,ARHGAP19
BCL11B,CCNB1
BCL11B,FOXO1
BCL11B,TMEM56
BCL11B,PIK3IP1
BCL11B,ATP1B2
BCL11B,NUSAP1
BCL11B,H2-Q6
BCL11B,PLCG2
BCL11B,FTSJ1
BCL11B,MYL10
BCL11B,EPDR1
BCL11B,NAPSA
BCL11B,STARD10
BCL11B,BTNL10
BCL11B,MECOM
BCL11B,IFITM3
CBX7,TMEM56
CBX7,MECOM
CBX7,H2-Q6
CBX7,ATP1B2
CBX7,VIM
CBX7,IKZF1
CBX7,BCL11B
CBX7,ETS1
CBX7,ATP7B
CBX7,LRRC8C
CBX7,STARD10
CBX7,ATP5F1
CBX7,PLCG2
CBX7,SLC16A10
CBX7,STAT1
CBX7,ACSL5
CBX7,RRM1
CBX7,EPDR1
CBX7,PRELID3B
CBX7,CENPK
CBX7,CAD
CBX7,NUSAP1
CBX7,TIMM50
CBX7,H2AFX
CBX7,SCRN3
CBX7,CCNE1
ELF4,EIF2S1
ELF4,PIK3R2
ELF4,AURKA
ELF4,RANGAP1
ELF4,ACSL5
ELF4,LEPROT
ELF4,PHB2
ELF4,RPS27L
ELF4,ATP5G1
ELF4,TMEM14C
ELF4,SCRN3
ELF4,E2F4
ELF4,CANX
ELF4,AP3S1
ELF4,ATP5F1
ELF4,ATP7B
ELF4,ASPM
ELF4,TPX2
ELF4,STAT1
ELF4,ALAD
ELF4,RRM1
ELF4,TOMM22
ELF4,GSTM1
ELF4,IKZF1
ELF4,CDT1
ELF4,NUP93
ELF4,PRELID3B
ELF4,CTLA2B
ELF4,NUSAP1
ELF4,HNRNPLL
ELF4,KNSTRN
ELF4,CENPK
ELF4,COX7B
ELF4,VIM
ELF4,CCNE1
ELF4,MGST3
ELF4,KNL1
ELF4,DDX21
ELF4,H2AFX
ELF4,TIMM50
ELF4,NCL
ELF4,SLC41A3
ELF4,FTSJ1
ELF4,EIF5A
ELF4,ELF4
ELF4,ARHGAP19
ELF4,SMC4
ELF4,PRDX3
ELF4,CCNB1
ELF4,PBK
ELF4,SRM
ELF4,SLC14A1
ELF4,IFITM3
ELF4,HMBS
ELF4,LRRC8C
ELF4,CORO1A
ETS1,PHB2
ETS1,RANGAP1
ETS1,TOMM22
ETS1,EIF2S1
ETS1,STAT1
ETS1,RRM1
ETS1,AURKA
ETS1,ATP5F1
ETS1,CAMSAP2
ETS1,ATP5G3
ETS1,PIK3R2
ETS1,RPS27L
ETS1,E2F4
ETS1,REXO2
ETS1,KNL1
ETS1,CENPK
ETS1,SCRN3
ETS1,HEMGN
ETS1,CDT1
ETS1,HMBS
ETS1,DDX21
ETS1,TIMM50
ETS1,LRRC8C
ETS1,H2AFX
ETS1,AP3S1
ETS1,NUP93
ETS1,ALAD
ETS1,KNSTRN
ETS1,TM7SF3
ETS1,ATP5G1
ETS1,COX4I1
ETS1,SMC4
ETS1,EIF5A
ETS1,MGST3
ETS1,PBK
ETS1,ATP7B
ETS1,CBX7
ETS1,TPX2
ETS1,PRELID3B
ETS1,ADGRG1
ETS1,ABCB10
ETS1,DNAJC9
ETS1,ACSL5
ETS1,HNRNPLL
ETS1,GSTM1
ETS1,RAG1
ETS1,CAD
ETS1,NAPSA
ETS1,CCNE1
ETS1,PRDX3
ETS1,ETS1
ETS1,NCL
ETS1,SRM
ETS1,FTSJ1
ETS1,TMEM14C
ETS1,SLC16A10
ETS1,ARHGAP19
ETS1,DCK
ETS1,CANX
ETS1,ASPM
ETS1,SSX2IP
ETS1,H2-Q6
ETS1,IKZF1
ETS1,MNS1
ETS1,LEPROT
ETS1,SLC14A1
ETS1,TCF7
ETS1,ATP1B2
ETS1,PCLAF
ETS1,CCNB1
ETS1,CORO1A
ETS1,PIK3IP1
ETS1,GIMAP1
ETS1,FOXO1
ETS1,BCL11B
ETS1,ELF4
ETS1,SLC41A3
ETS1,VIM
ETS1,CTLA2A
ETS1,NUSAP1
ETS1,SLC38A5
ETS1,GATA1
ETS1,BTNL10
ETS1,RHD
ETS1,PLCG2
ETS1,STARD10
ETS1,ST3GAL5
ETS1,PKLR
ETS1,EPDR1
ETS1,COX7B
ETS1,RHAG
ETS1,SDSL
ETS1,CTLA2B
ETS1,NR1H3
ETS1,MYL10
FOXO1,CENPK
FOXO1,STAT1
FOXO1,SCRN3
FOXO1,KNL1
FOXO1,H2AFX
FOXO1,REXO2
FOXO1,AURKA
FOXO1,CAMSAP2
FOXO1,PIK3IP1
FOXO1,CCNE1
FOXO1,RANGAP1
FOXO1,EIF2S1
FOXO1,FOXO1
FOXO1,EIF5A
FOXO1,ATP5G1
FOXO1,IKZF1
IKZF1,ATP5F1
IKZF1,GSTM1
IKZF1,NUP93
IKZF1,HNRNPLL
IKZF1,EIF2S1
IKZF1,EIF5A
IKZF1,PIK3R2
IKZF1,ALAD
IKZF1,IKZF1
IKZF1,NAPSA
IKZF1,KNL1
IKZF1,STAT1
IKZF1,CCNB1
IKZF1,PBK
IKZF1,LRRC8C
IKZF1,CAMSAP2
IKZF1,TIMM50
IKZF1,CDT1
IKZF1,PLCG2
IKZF1,RRM1
IKZF1,ADGRG1
IKZF1,CTLA2A
IKZF1,VIM
IKZF1,RAG1
IKZF1,DCK
IKZF1,CTLA2B
IKZF1,SLC14A1
IKZF1,LEPROT
IKZF1,EPDR1
IKZF1,AP3S1
IKZF1,PHB2
IKZF1,AURKA
IKZF1,CORO1A
IKZF1,MMRN1
IKZF1,CENPK
IKZF1,SCRN3
IKZF1,GIMAP1
IKZF1,COX4I1
IKZF1,ATP5G3
IKZF1,PCLAF
IKZF1,MNS1
IKZF1,TMEM14C
IKZF1,SMC4
IKZF1,ETS1
IKZF1,RANGAP1
IKZF1,HEMGN
IKZF1,FOXO1
IKZF1,DNAJC9
